market,symbol,holder_name,holding_pct,rank
us,MLNK,Victory Capital Management Inc.,0.0,18
us,MLNK,Numeric Investors LLC,0.0,19
us,MLNK,Los Angeles Capital Management LLC,0.0,20
us,MLP,Case (Stephen M),60.7126,1
us,MLP,"ValueWorks, L.L.C.",6.0275,2
us,MLP,"TSP Capital Management Group, LLC",5.5476,3
us,MLP,Sellers (R Scot),2.7869,4
us,MLP,"BlackRock Institutional Trust Company, N.A.",2.5386,5
us,MLP,Randle (Race A),1.9132,6
us,MLP,"Vanguard Capital Management, LLC",1.6404,7
us,MLP,Nokomis Capital LLC,1.0683,8
us,MLP,Takitani (Anthony P.),1.0164,9
us,MLP,Oppenheimer Asset Management Inc.,0.978,10
us,MLP,"Dimensional Fund Advisors, L.P.",0.8333,11
us,MLP,Aeppel (Glyn F),0.8021,12
us,MLP,Sabin (John M),0.7916,13
us,MLP,"Geode Capital Management, L.L.C.",0.7704,14
us,MLP,State Street Investment Management (US),0.5537,15
us,MLP,Renaissance Technologies LLC,0.487,16
us,MLP,Ngo (Agnes Catherine),0.4011,17
us,MLP,"Crawford Fund Management, LLC",0.3938,18
us,MLP,Ota (Ken),0.3868,19
us,MLP,"Raymond James & Associates, Inc.",0.363,20
us,MLR,"Neuberger Berman, LLC",9.5853,1
us,MLR,Fidelity Management & Research Company LLC,8.7134,2
us,MLR,"BlackRock Institutional Trust Company, N.A.",6.2983,3
us,MLR,"Dimensional Fund Advisors, L.P.",6.05,4
us,MLR,"Hotchkis and Wiley Capital Management, LLC",4.846,5
us,MLR,"Vanguard Capital Management, LLC",4.3558,6
us,MLR,"Systematic Financial Management, L.P.",3.9167,7
us,MLR,Fidelity Institutional Asset Management,2.6905,8
us,MLR,"First Wilshire Securities Management, Inc.",2.6241,9
us,MLR,Miller (William G.),2.5945,10
us,MLR,"Goldman Sachs Asset Management, L.P.",2.4371,11
us,MLR,"Geode Capital Management, L.L.C.",2.3533,12
us,MLR,State Street Investment Management (US),2.0291,13
us,MLR,"Charles Schwab Investment Management, Inc.",1.7571,14
us,MLR,Millennium Management LLC,1.3779,15
us,MLR,Morgan Stanley & Co. LLC,1.2795,16
us,MLR,Barrow Hanley Global Investors,1.2556,17
us,MLR,"Pacific Ridge Capital Partners, LLC",1.2006,18
us,MLR,Royce Investment Partners,1.1141,19
us,MLR,"Heartland Advisors, Inc.",1.053,20
us,MLSS,BP4 S.r.l.,10.0586,1
us,MLSS,Goldman (Neal I),2.8951,2
us,MLSS,"Vanguard Capital Management, LLC",2.2461,3
us,MLSS,McGeehan (Michael),0.8303,4
us,MLSS,Casamento (Benedetta I.),0.7057,5
us,MLSS,"Geode Capital Management, L.L.C.",0.6972,6
us,MLSS,Hines (Eric C.),0.5768,7
us,MLSS,Vanguard Fiduciary Trust Co,0.3636,8
us,MLSS,Demesmin (Didier),0.3583,9
us,MLSS,Haverhals (Jan Adriaan),0.2942,10
us,MLSS,Thiyagalingam (Shanth),0.2284,11
us,MLSS,Citadel Advisors LLC,0.189,12
us,MLSS,State Street Investment Management (US),0.1582,13
us,MLSS,LPL Financial LLC,0.1413,14
us,MLSS,Mariner Wealth Advisors,0.1376,15
us,MLSS,"Northern Trust Investments, Inc.",0.1273,16
us,MLSS,"Pensionmark Financial Group, LLC",0.1176,17
us,MLSS,Sayed (Dawood),0.1142,18
us,MLSS,Carnegie Investment Counsel,0.1133,19
us,MLSS,"Bridgeway Capital Management, LLC",0.1125,20
us,MLTX,BVF Partners L.P.,19.364,1
us,MLTX,Deep Track Capital LP,7.7557,2
us,MLTX,"Cormorant Asset Management, LP",5.422,3
us,MLTX,Janus Henderson Investors,4.177,4
us,MLTX,Reich (Kristian),3.6425,5
us,MLTX,Santos da Silva (Jorge),3.358,6
us,MLTX,"D. E. Shaw & Co., L.P.",2.8931,7
us,MLTX,MPM BioImpact LLC,2.1917,8
us,MLTX,Weiss Asset Management,2.0673,9
us,MLTX,Logos Global Management LP,1.8152,10
us,MLTX,"Point72 Asset Management, L.P.",1.6561,11
us,MLTX,Citadel Advisors LLC,1.6019,12
us,MLTX,"T. Rowe Price Associates, Inc.",1.567,13
us,MLTX,"Goldman Sachs & Company, Inc.",1.3678,14
us,MLTX,"Two Sigma Investments, LP",1.3582,15
us,MLTX,Bodenstedt (Matthias),1.3498,16
us,MLTX,Balyasny Asset Management LP,1.2896,17
us,MLTX,"Vivo Capital, LLC",1.2102,18
us,MLTX,Candriam Luxembourg S.A.,1.1593,19
us,MLTX,Candriam Belgium S.A.,0.9901,20
us,MLYS,"Catalys Pacific, LLC",8.9699,1
us,MLYS,"RA Capital Management, LP",8.7303,2
us,MLYS,"Samsara BioCapital, LLC",6.6629,3
us,MLYS,Fidelity Management & Research Company LLC,4.8124,4
us,MLYS,"BlackRock Institutional Trust Company, N.A.",4.4127,5
us,MLYS,"Wellington Management Company, LLP",3.8121,6
us,MLYS,State Street Investment Management (US),3.3319,7
us,MLYS,"Caligan Partners, LP",3.1466,8
us,MLYS,"Vanguard Capital Management, LLC",2.7854,9
us,MLYS,Laurion Capital Management LP,2.5331,10
us,MLYS,"OrbiMed Advisors, LLC",2.3298,11
us,MLYS,"Point72 Asset Management, L.P.",2.1692,12
us,MLYS,"Franklin Advisers, Inc.",2.0212,13
us,MLYS,"Holocene Advisors, LP",1.9419,14
us,MLYS,Andera Partners S.A.S.,1.8066,15
us,MLYS,"SR One Capital Management, LP",1.7749,16
us,MLYS,"Suvretta Capital Management, LLC",1.7462,17
us,MLYS,Polar Capital LLP,1.7032,18
us,MLYS,Sphera Funds Management Ltd.,1.5207,19
us,MLYS,"Samlyn Capital, LLC",1.5818,20
us,MMA,Snowflower Holdings Pty Ltd,7.9925,1
us,MMA,Taylor (Vaughn),4.2417,2
us,MMA,Corbett (Eric),2.0768,3
us,MMA,Paolone (Richard Joel),2.0768,4
us,MMA,Hart (Jonathan),1.5731,5
us,MMA,Pengana Capital Group Limited,1.1328,6
us,MMA,Sanko (Laura),0.9559,7
us,MMA,"Nations Financial Group, Inc.",0.3776,8
us,MMA,"Jane Street Capital, L.L.C.",0.3481,9
us,MMA,Langton (Nick),0.3438,10
us,MMA,XTX Markets LLC,0.3162,11
us,MMA,Virtu Americas LLC,0.1396,12
us,MMA,Marex Group plc,0.102,13
us,MMA,HRT Financial LP,0.0935,14
us,MMA,"UBS Financial Services, Inc.",0.0717,15
us,MMA,"Susquehanna International Group, LLP",0.0445,16
us,MMA,Wells Fargo Advisors,0.0378,17
us,MMA,"Colonial Trust Advisors, Inc.",0.0113,18
us,MMA,Tucker Asset Management LLC,0.0028,19
us,MMA,Morgan Stanley & Co. LLC,0.0004,20
us,MMAT,Proathlete Wealth Management LLC,0.0001,1
us,MMAT,"Main Street Group, Ltd",0.0,2
us,MMAT,"Creative Financial Designs, Inc.",0.0,3
us,MMAT,Pinnacle Bank,0.0,4
us,MMAT,"Steward Partners Investment Advisory, LLC",0.0,5
us,MMAT,Independent Financial Partners,0.0,6
us,MMAT,Princeton Global Asset Management LLC,0.0,7
us,MMAT,Pacifica Partners Inc.,0.0,8
us,MMAT,Guggenheim Investments,0.0,9
us,MMAT,Garton & Associates Financial Advisors LLC,0.0,10
us,MMAT,JTC Employer Solutions Trusteee Ltd,0.0,11
us,MMAT,"TD Waterhouse Canada, Inc.",0.0,12
us,MMAT,"Hoey Investments, Inc",0.0,13
us,MMAT,State Street Investment Management (US),0.0,14
us,MMAT,Morgan Stanley Investment Management Inc. (US),0.0,15
us,MMAT,Morgan Stanley & Co. LLC,0.0,16
us,MMAT,BofA Global Research (US),0.0,17
us,MMAT,Fidelity Management & Research Company LLC,0.0,18
us,MMAT,"Northern Trust Investments, Inc.",0.0,19
us,MMAT,"UBS Financial Services, Inc.",0.0,20
us,MMC,"Vanguard Capital Management, LLC",6.5941,1
us,MMC,"BlackRock Institutional Trust Company, N.A.",5.2466,2
us,MMC,State Street Investment Management (US),4.625,3
us,MMC,Capital World Investors,3.7655,4
us,MMC,"Wellington Management Company, LLP",3.64,5
us,MMC,Capital International Investors,3.2929,6
us,MMC,"Geode Capital Management, L.L.C.",2.8089,7
us,MMC,"Vanguard Portfolio Management, LLC",2.6043,8
us,MMC,Capital Research Global Investors,2.3682,9
us,MMC,"T. Rowe Price Associates, Inc.",2.121,10
us,MMC,Fidelity Management & Research Company LLC,1.9201,11
us,MMC,Norges Bank Investment Management (NBIM),1.7574,12
us,MMC,MFS Investment Management,1.6925,13
us,MMC,"ClearBridge Investments, LLC",1.3413,14
us,MMC,Columbia Threadneedle Investments (US),1.1453,15
us,MMC,Harris Associates L.P.,1.0832,16
us,MMC,BlackRock Asset Management Ireland Limited,1.0333,17
us,MMC,Artisan Partners Limited Partnership,1.0217,18
us,MMC,"UBS Financial Services, Inc.",0.9443,19
us,MMC,"American Century Investment Management, Inc.",0.8873,20
us,MMED,Medtronic PLC,90.0195,1
us,MMED,MFS Investment Management,2.4485,2
us,MMED,Hood River Capital Management LLC,0.5362,3
us,MMED,"BlackRock Institutional Trust Company, N.A.",0.3635,4
us,MMED,Dallara (Que),0.3256,5
us,MMED,Boston Partners,0.3009,6
us,MMED,Healthcare Of Ontario Pension Plan,0.2671,7
us,MMED,Spooner (Chad),0.1374,8
us,MMED,"Vanguard Capital Management, LLC",0.1151,9
us,MMED,Dianaty (Ali),0.1149,10
us,MMED,Parkman Healthcare Partners LLC,0.113,11
us,MMED,"UBS Financial Services, Inc.",0.1109,12
us,MMED,"Jane Street Capital, L.L.C.",0.0961,13
us,MMED,Alberta Investment Management Corporation,0.089,14
us,MMED,"Geode Capital Management, L.L.C.",0.0878,15
us,MMED,"Seven Grand Managers, LLC",0.0712,16
us,MMED,"Vanguard Portfolio Management, LLC",0.0687,17
us,MMED,"Monashee Investment Management, LLC",0.0623,18
us,MMED,Chandrasena (Gillian),0.0619,19
us,MMED,HRT Financial LP,0.0588,20
us,MMI,Phoenix Investment Adviser LLC,37.3543,1
us,MMI,"BlackRock Institutional Trust Company, N.A.",9.1779,2
us,MMI,"Vanguard Portfolio Management, LLC",6.7899,3
us,MMI,"Pzena Investment Management, LLC",5.3217,4
us,MMI,"Dimensional Fund Advisors, L.P.",3.9178,5
us,MMI,"Vanguard Capital Management, LLC",2.8014,6
us,MMI,State Street Investment Management (US),2.4806,7
us,MMI,Schroder Investment Management Ltd. (SIM),2.4599,8
us,MMI,Marcus (George M),2.324,9
us,MMI,"Tributary Capital Management, LLC",1.9582,10
us,MMI,"Geode Capital Management, L.L.C.",1.6612,11
us,MMI,Royce Investment Partners,1.3529,12
us,MMI,"Charles Schwab Investment Management, Inc.",1.1465,13
us,MMI,Algert Global LLC,1.0889,14
us,MMI,Citadel Advisors LLC,0.9563,15
us,MMI,Qube Research & Technologies Ltd,0.8097,16
us,MMI,Nadji (Hessamedin),0.7956,17
us,MMI,"Two Sigma Investments, LP",0.7484,18
us,MMI,"DePrince, Race & Zollo, Inc.",0.68,19
us,MMI,Tudor Investment Corporation,0.6066,20
us,MMM,JP Morgan Asset Management,6.9774,1
us,MMM,"Vanguard Capital Management, LLC",6.6368,2
us,MMM,State Street Investment Management (US),5.3757,3
us,MMM,"BlackRock Institutional Trust Company, N.A.",4.9424,4
us,MMM,"Geode Capital Management, L.L.C.",2.3069,5
us,MMM,Norges Bank Investment Management (NBIM),1.8395,6
us,MMM,"Vanguard Portfolio Management, LLC",1.8326,7
us,MMM,Fidelity Management & Research Company LLC,1.799,8
us,MMM,Capital World Investors,1.7785,9
us,MMM,State Farm Insurance Companies,1.5665,10
us,MMM,"Newport Trust Company, LLC",1.0848,11
us,MMM,"D. E. Shaw & Co., L.P.",1.0261,12
us,MMM,JPMorgan Private Bank (United States),0.9401,13
us,MMM,BlackRock Asset Management Ireland Limited,0.8546,14
us,MMM,"BlackRock Financial Management, Inc.",0.7838,15
us,MMM,"Goldman Sachs Asset Management, L.P.",0.7797,16
us,MMM,"UBS Financial Services, Inc.",0.7782,17
us,MMM,"Northern Trust Investments, Inc.",0.7305,18
us,MMM,"Charles Schwab Investment Management, Inc.",0.6655,19
us,MMM,Invesco Capital Management LLC,0.6653,20
us,MMS,"BlackRock Institutional Trust Company, N.A.",11.355,1
us,MMS,Fidelity Management & Research Company LLC,10.5335,2
us,MMS,"Vanguard Portfolio Management, LLC",6.6076,3
us,MMS,State Street Investment Management (US),4.68,4
us,MMS,"Vanguard Capital Management, LLC",4.6395,5
us,MMS,Fidelity Institutional Asset Management,4.1706,6
us,MMS,"Dimensional Fund Advisors, L.P.",4.0108,7
us,MMS,Fuller & Thaler Asset Management Inc.,3.9617,8
us,MMS,"Reinhart Partners, LLC",3.7731,9
us,MMS,Mackenzie Financial Corporation,3.0035,10
us,MMS,"Geode Capital Management, L.L.C.",2.8208,11
us,MMS,Van Berkom & Associates Inc.,2.231,12
us,MMS,"BlackRock Financial Management, Inc.",1.5645,13
us,MMS,"Sio Capital Management, LLC",1.4633,14
us,MMS,"River Road Asset Management, LLC",1.4463,15
us,MMS,"Point72 Asset Management, L.P.",1.3852,16
us,MMS,"Charles Schwab Investment Management, Inc.",1.3645,17
us,MMS,"Stephens Investment Management Group, LLC",1.3635,18
us,MMS,Norges Bank Investment Management (NBIM),1.3316,19
us,MMS,Boston Partners,1.2734,20
us,MMSI,"BlackRock Institutional Trust Company, N.A.",13.361,1
us,MMSI,"Vanguard Portfolio Management, LLC",5.9058,2
us,MMSI,"Vanguard Capital Management, LLC",4.4526,3
us,MMSI,State Street Investment Management (US),3.9577,4
us,MMSI,Fuller & Thaler Asset Management Inc.,3.5463,5
us,MMSI,"Conestoga Capital Advisors, LLC",3.3187,6
us,MMSI,"Geode Capital Management, L.L.C.",2.437,7
us,MMSI,"Dimensional Fund Advisors, L.P.",2.0741,8
us,MMSI,Nomura Investment Management Business Trust,2.0087,9
us,MMSI,"Congress Asset Management Company, LLP",1.9853,10
us,MMSI,Citadel Advisors LLC,1.8332,11
us,MMSI,Lampropoulos (Fred P),1.8232,12
us,MMSI,Citi Investment Research (US),1.7814,13
us,MMSI,Fidelity Institutional Asset Management,1.7335,14
us,MMSI,Westwood Management Corp. (Texas),1.5866,15
us,MMSI,Greenhouse Funds LLLP,1.4537,16
us,MMSI,Norges Bank Investment Management (NBIM),1.4446,17
us,MMSI,"William Blair Investment Management, LLC",1.3033,18
us,MMSI,"Goldman Sachs Asset Management, L.P.",1.1821,19
us,MMSI,"Two Sigma Investments, LP",1.1676,20
us,MMTX,MilunaC Technology Ltd,18.6337,1
us,MMTX,"Aristeia Capital, L.L.C.",5.3805,2
us,MMTX,"Wolverine Asset Management, LLC",5.1534,3
us,MMTX,"Glazer Capital, LLC",3.9672,4
us,MMTX,"Mizuho Securities USA, LLC.",3.5672,5
us,MMTX,Logan Stone,2.9477,6
us,MMTX,Clear Street Group Inc,2.8498,7
us,MMTX,Linden Advisors L.P.,2.8319,8
us,MMTX,"Radcliffe Capital Management, L.P.",1.9823,9
us,MMTX,"Berkley Dean & Company, Inc.",1.9387,10
us,MMTX,"Centiva Capital, LP",1.6991,11
us,MMTX,"Two Sigma Investments, LP",1.2319,12
us,MMTX,Context Capital Management LLC,1.1327,13
us,MMTX,BNP Paribas Securities Corp. North America,0.9529,14
us,MMTX,"CrossingBridge Advisors, LLC",0.8496,15
us,MMTX,"Boothbay Fund Management, LLC",0.6151,16
us,MMTX,Warberg Asset Management LLC,0.5209,17
us,MMTX,Mace (Daniel Albert),0.2832,18
us,MMTX,"Lazard Asset Management, L.L.C.",0.2355,19
us,MMTX,"Tuttle Capital Management, LLC",0.2265,20
us,MMTXU,"TD Securities, Inc.",3.556,1
us,MMTXU,BlueCrest Capital Management LLP,2.8319,2
us,MMTXU,MilunaC Technology Ltd,2.3006,3
us,MMTXU,HGC Investment Management Inc.,1.9823,4
us,MMTXU,Calamos Advisors LLC,1.4159,5
us,MMTXU,Clear Street Group Inc,0.5751,6
us,MMTXU,J.P. Morgan Securities LLC,0.4531,7
us,MMTXU,"Jane Street Capital, L.L.C.",0.3048,8
us,MMTXU,"AQR Arbitrage, LLC",0.0811,9
us,MMTXU,"UBS Financial Services, Inc.",0.0044,10
us,MMTXU,"Osaic Holdings, Inc.",0.0,11
us,MMTXU,RiverNorth Capital Management LLC,0.0,12
us,MMTXU,"PenderFund Capital Management, Ltd.",0.0,13
us,MMTXU,Polar Asset Management Partners Inc.,0.0,14
us,MMTXU,"Wolverine Asset Management, LLC",0.0,15
us,MMTXU,"Whitebox Advisors, L.L.C.",0.0,16
us,MMTXU,"Glazer Capital, LLC",0.0,17
us,MMTXU,BNP Paribas Securities Corp. North America,0.0,18
us,MMTXU,"AQR Capital Management, LLC",0.0,19
us,MMTXU,"CrossingBridge Advisors, LLC",0.0,20
us,MMYT,Baillie Gifford & Co.,16.7086,1
us,MMYT,Trip.com Group Ltd,11.9905,2
us,MMYT,GIC Private Limited,4.8682,3
us,MMYT,"Wellington Management Company, LLP",3.6911,4
us,MMYT,Artisan Partners Limited Partnership,3.4399,5
us,MMYT,Schroder Investment Management Ltd. (SIM),3.2195,6
us,MMYT,Fidelity Management & Research Company LLC,3.0288,7
us,MMYT,Wasatch Global Investors Inc,2.7528,8
us,MMYT,JP Morgan Asset Management,2.7225,9
us,MMYT,Templeton Asset Management Ltd.,2.719,10
us,MMYT,"Travogue Electronic Travel Private, Ltd.",2.6186,11
us,MMYT,RBC Global Asset Management (UK) Limited,2.5271,12
us,MMYT,Amansa Capital Pte Ltd.,2.4787,13
us,MMYT,Morgan Stanley Investment Management Inc. (US),1.986,14
us,MMYT,Temasek Holdings Pte. Ltd.,1.8936,15
us,MMYT,Coronation Fund Managers Limited,1.7053,16
us,MMYT,Magow (Rajesh),1.6646,17
us,MMYT,MFS Investment Management,1.6506,18
us,MMYT,T. Rowe Price Hong Kong Limited,1.6304,19
us,MMYT,"Allspring Global Investments, LLC",1.5197,20
us,MNDO,Iancu (Monica),15.4645,1
us,MNDO,A-6684 Ltd,6.4899,2
us,MNDO,Morgan Stanley & Co. LLC,4.8974,3
us,MNDO,Acadian Asset Management LLC,0.9572,4
us,MNDO,Glenorchy Capital Ltd,0.8403,5
us,MNDO,Citadel Advisors LLC,0.4324,6
us,MNDO,"RBF Capital, LLC",0.3711,7
us,MNDO,BNP Paribas Securities Corp. North America,0.3046,8
us,MNDO,Renaissance Technologies LLC,0.1113,9
us,MNDO,"Osaic Holdings, Inc.",0.0912,10
us,MNDO,"Signal Advisors Wealth, LLC",0.0892,11
us,MNDO,Rapaport (Mordechai),0.0743,12
us,MNDO,LPL Financial LLC,0.054,13
us,MNDO,"Centiva Capital, LP",0.05,14
us,MNDO,Wells Fargo Advisors,0.0413,15
us,MNDO,Morgan Stanley Smith Barney LLC,0.0317,16
us,MNDO,"UBS Financial Services, Inc.",0.0074,17
us,MNDO,"GPS Wealth Strategies Group, LLC",0.0016,18
us,MNDO,"Farther Finance Advisors, LLC",0.0006,19
us,MNDO,"SBI Securities Co., Ltd.",0.0003,20
us,MNDR,Teoh (Pui Pui),16.4388,1
us,MNDR,Siaw (Tung Yeng),14.141,2
us,MNDR,Indopacific Health Investment Corporation Pte. Ltd.,2.1919,3
us,MNDR,Virtu Americas LLC,0.4931,4
us,MNDR,"UBS Financial Services, Inc.",0.1484,5
us,MNDR,"SBI Securities Co., Ltd.",0.0017,6
us,MNDR,HRT Financial LP,0.0,7
us,MNDR,"Jane Street Capital, L.L.C.",0.0,8
us,MNDR,"Susquehanna International Group, LLP",0.0,9
us,MNDR,"Two Sigma Investments, LP",0.0,10
us,MNDR,"Yorkville Advisors Global, LP.",0.0,11
us,MNDR,Millennium Management LLC,0.0,12
us,MNDR,Renaissance Technologies LLC,0.0,13
us,MNDR,Citadel Advisors LLC,0.0,14
us,MNDR,Marex Group plc,0.0,15
us,MNDR,Rijpma (Gabe),0.0,16
us,MNDR,XTX Markets LLC,0.0,17
us,MNDY,Mann (Roy),11.2433,1
us,MNDY,Capital World Investors,7.9403,2
us,MNDY,Renaissance Technologies LLC,5.0854,3
us,MNDY,"Two Sigma Investments, LP",4.6511,4
us,MNDY,"Sonnipe, Ltd.",4.6111,5
us,MNDY,"D. E. Shaw & Co., L.P.",4.0855,6
us,MNDY,Zinman (Eran),3.8267,7
us,MNDY,J.P. Morgan Securities LLC,3.5125,8
us,MNDY,Rubicon Global Capital Ltd,3.3629,9
us,MNDY,"BlackRock Institutional Trust Company, N.A.",3.2056,10
us,MNDY,"SG Americas Securities, L.L.C.",2.2547,11
us,MNDY,"BNP Paribas Asset Management USA, Inc.",2.2414,12
us,MNDY,Freestone Grove Partners LP,2.071,13
us,MNDY,Citadel Advisors LLC,2.0516,14
us,MNDY,"Goldman Sachs & Company, Inc.",1.972,15
us,MNDY,State Street Investment Management (US),1.6992,16
us,MNDY,Citi Investment Research (US),1.5477,17
us,MNDY,Fidelity Management & Research Company LLC,1.5427,18
us,MNDY,"UBS Financial Services, Inc.",1.3324,19
us,MNDY,Norges Bank Investment Management (NBIM),1.2602,20
us,MNKD,"BlackRock Institutional Trust Company, N.A.",7.3297,1
us,MNKD,State Street Investment Management (US),5.8497,2
us,MNKD,"Vanguard Capital Management, LLC",4.0361,3
us,MNKD,"UBS Financial Services, Inc.",2.5586,4
us,MNKD,"Geode Capital Management, L.L.C.",2.3498,5
us,MNKD,Millennium Management LLC,2.001,6
us,MNKD,"Frazier Life Sciences Management, L.P.",1.8473,7
us,MNKD,Morgan Stanley & Co. LLC,1.7188,8
us,MNKD,"Nitorum Capital, L.P.",1.7238,9
us,MNKD,"180 Wealth Advisors, L.L.C.",1.5528,10
us,MNKD,"Dimensional Fund Advisors, L.P.",1.5509,11
us,MNKD,Rubric Capital Management LP,1.1335,12
us,MNKD,Fidelity Management & Research Company LLC,1.089,13
us,MNKD,"TSP Capital Management Group, LLC",1.047,14
us,MNKD,"Wellington Management Company, LLP",1.0279,15
us,MNKD,Bank of America Private Bank,1.0026,16
us,MNKD,"Vanguard Portfolio Management, LLC",0.9931,17
us,MNKD,"Two Sigma Investments, LP",0.9172,18
us,MNKD,"BlackRock Financial Management, Inc.",0.9034,19
us,MNKD,"Goldman Sachs & Company, Inc.",0.8159,20
us,MNMD,Capital Research Global Investors,6.3373,1
us,MNMD,"BlackRock Institutional Trust Company, N.A.",6.0924,2
us,MNMD,"Driehaus Capital Management, LLC",4.7434,3
us,MNMD,Avoro Capital Advisors LLC,4.0118,4
us,MNMD,Janus Henderson Investors,2.8532,5
us,MNMD,Deep Track Capital LP,2.4071,6
us,MNMD,"Geode Capital Management, L.L.C.",2.0022,7
us,MNMD,State Street Investment Management (US),1.9833,8
us,MNMD,Octagon Capital Advisors LP,1.9578,9
us,MNMD,Commodore Capital LP,1.6047,10
us,MNMD,"T. Rowe Price Associates, Inc.",1.5572,11
us,MNMD,Fidelity Management & Research Company LLC,1.4516,12
us,MNMD,Trails Edge Capital Partners LP,1.3946,13
us,MNMD,"ArrowMark Colorado Holdings, LLC",1.2795,14
us,MNMD,Citadel Advisors LLC,1.0699,15
us,MNMD,"Wellington Management Company, LLP",1.0469,16
us,MNMD,Candriam Belgium S.A.,1.038,17
us,MNMD,Balyasny Asset Management LP,1.0224,18
us,MNMD,"Two Sigma Investments, LP",0.9641,19
us,MNMD,Marshall Wace LLP,0.9635,20
us,MNOV,EW Healthcare Partners,2.2469,1
us,MNOV,Iwaki (Yuichi),2.2184,2
us,MNOV,"BlackRock Institutional Trust Company, N.A.",1.4157,3
us,MNOV,Citi Investment Research (US),1.2915,4
us,MNOV,"Vanguard Capital Management, LLC",1.2414,5
us,MNOV,"Geode Capital Management, L.L.C.",1.0759,6
us,MNOV,Matsuda (Kazuko),0.6562,7
us,MNOV,Vanguard Fiduciary Trust Co,0.5701,8
us,MNOV,"UBS Financial Services, Inc.",0.4514,9
us,MNOV,State Street Investment Management (US),0.3935,10
us,MNOV,Renaissance Technologies LLC,0.3858,11
us,MNOV,"Northern Trust Investments, Inc.",0.2705,12
us,MNOV,"Jane Street Capital, L.L.C.",0.1769,13
us,MNOV,"Newton Investment Management North America, LLC",0.1495,14
us,MNOV,"Charles Schwab Investment Management, Inc.",0.1453,15
us,MNOV,"Bridgeway Capital Management, LLC",0.1138,16
us,MNOV,"Two Sigma Investments, LP",0.1082,17
us,MNOV,"SBI Securities Co., Ltd.",0.1046,18
us,MNOV,"Dimensional Fund Advisors, L.P.",0.1027,19
us,MNOV,"Susquehanna International Group, LLP",0.0892,20
us,MNPR,Janus Henderson Investors,19.6656,1
us,MNPR,"RA Capital Management, LP",9.9597,2
us,MNPR,Gem Pharmaceuticals LLC,8.4725,3
us,MNPR,AstraZeneca PLC,7.8021,4
us,MNPR,Saturn V Capital Management LP,5.1593,5
us,MNPR,"Adage Capital Management, L.P.",4.6155,6
us,MNPR,"BlackRock Institutional Trust Company, N.A.",4.2548,7
us,MNPR,"Invus Public Equities Advisors, LLC",4.0322,8
us,MNPR,Adar1 Capital Management LLC,3.945,9
us,MNPR,Polar Capital LLP,3.3815,10
us,MNPR,"Vanguard Capital Management, LLC",3.2611,11
us,MNPR,"Wellington Management Company, LLP",2.6025,12
us,MNPR,"Sio Capital Management, LLC",2.59,13
us,MNPR,"Deerfield Management Company, L.P.",2.546,14
us,MNPR,Robinson (Chandler D),2.4195,15
us,MNPR,"TCG Crossover Management, LLC",2.1184,16
us,MNPR,Candriam Luxembourg S.A.,1.8479,17
us,MNPR,Brown Michael J,1.5786,18
us,MNPR,"Geode Capital Management, L.L.C.",1.4779,19
us,MNPR,Deep Track Capital LP,1.4242,20
us,MNRO,Icahn Capital LP,16.2531,1
us,MNRO,"BlackRock Institutional Trust Company, N.A.",13.2271,2
us,MNRO,"Gabelli Funds, LLC",10.0588,3
us,MNRO,"Adage Capital Management, L.P.",4.955,4
us,MNRO,"Dimensional Fund Advisors, L.P.",4.5827,5
us,MNRO,Solomon (Peter J),4.4443,6
us,MNRO,State Street Investment Management (US),4.4034,7
us,MNRO,"Vanguard Capital Management, LLC",4.0383,8
us,MNRO,Morgan Stanley & Co. LLC,3.6253,9
us,MNRO,Millennium Management LLC,3.7183,10
us,MNRO,"Estuary Capital Management, LP",3.211,11
us,MNRO,Healthcare Of Ontario Pension Plan,2.8803,12
us,MNRO,"Geode Capital Management, L.L.C.",2.8769,13
us,MNRO,"Charles Schwab Investment Management, Inc.",2.6747,14
us,MNRO,Nuveen LLC,2.3678,15
us,MNRO,Mellon Investments Corporation,2.2998,16
us,MNRO,CIBC World Markets Corp.,2.2768,17
us,MNRO,"Vanguard Portfolio Management, LLC",2.2085,18
us,MNRO,"Arrowstreet Capital, Limited Partnership",1.7283,19
us,MNRO,CIBC World Markets Inc.,1.4437,20
us,MNSB,Fourthstone LLC,10.7875,1
us,MNSB,AllianceBernstein L.P.,9.6235,2
us,MNSB,1st & Main Growth Partners,7.4597,3
us,MNSB,MainStreet Bank 401(k) Retirement Plan,5.3919,4
us,MNSB,"Wellington Management Company, LLP",4.9555,5
us,MNSB,"Cresset Asset Management, LLC",4.6806,6
us,MNSB,"BlackRock Institutional Trust Company, N.A.",4.3681,7
us,MNSB,"Vanguard Capital Management, LLC",4.2359,8
us,MNSB,Dick (Jeff W),3.805,9
us,MNSB,First Manhattan Co. LLC,2.6429,10
us,MNSB,"Dimensional Fund Advisors, L.P.",2.3412,11
us,MNSB,"Geode Capital Management, L.L.C.",2.1071,12
us,MNSB,Acadian Asset Management LLC,1.8824,13
us,MNSB,Brockett (Charles C),1.6972,14
us,MNSB,Chmelik Thomas J,1.6545,15
us,MNSB,"UBS Financial Services, Inc.",1.5902,16
us,MNSB,Marshall Wace LLP,1.4925,17
us,MNSB,State Street Investment Management (US),1.408,18
us,MNSB,"Bridgeway Capital Management, LLC",0.8961,19
us,MNSB,Hersiburane (Abdulhamid),0.745,20
