market,symbol,holder_name,holding_pct,rank
us,BLNK,"Geode Capital Management, L.L.C.",0.9551,6
us,BLNK,Battaglia (Michael C.),0.6678,7
us,BLNK,Vanguard Fiduciary Trust Co,0.6266,8
us,BLNK,General Motors Holdings LLC,0.5298,9
us,BLNK,Levine (Jack),0.445,10
us,BLNK,"Stifel, Nicolaus & Company, Incorporated",0.4219,11
us,BLNK,Bercovich (Michael),0.3914,12
us,BLNK,van Montfrans (Ritsaart J.M.),0.3172,13
us,BLNK,"Two Sigma Investments, LP",0.2886,14
us,BLNK,"Susquehanna International Group, LLP",0.2724,15
us,BLNK,"Northern Trust Investments, Inc.",0.2225,16
us,BLNK,Bhade (Harjinder),0.2187,17
us,BLNK,Rama (Michael P),0.212,18
us,BLNK,Moller (Glen D.),0.1987,19
us,BLNK,Jones (Brendan Sean),0.1983,20
us,BLRK,Magnetar Capital Partners LP,4.6376,1
us,BLRK,Linden Advisors L.P.,4.3478,2
us,BLRK,Mint Tower Capital Management B.V.,3.7681,3
us,BLRK,PICTON Investments,2.8986,4
us,BLRK,Alberta Investment Management Corporation,2.8986,5
us,BLRK,Healthcare Of Ontario Pension Plan,2.8985,6
us,BLRK,BNP Paribas Securities Corp. North America,2.7013,7
us,BLRK,"Adage Capital Management, L.P.",2.6087,8
us,BLRK,Wealthspring Capital LLC,2.4283,9
us,BLRK,"Radcliffe Capital Management, L.P.",2.3213,10
us,BLRK,Periscope Capital,2.3188,11
us,BLRK,"Wolverine Asset Management, LLC",2.0933,12
us,BLRK,"Glazer Capital, LLC",2.0506,13
us,BLRK,Verition Fund Management LLC,2.029,14
us,BLRK,L1 Global Manager Pty Limited,2.029,15
us,BLRK,Hudson Bay Capital Management LP,2.029,16
us,BLRK,First Trust Capital Management L.P.,1.9307,17
us,BLRK,Pennsylvania Public School Employees Retirement System,1.7391,18
us,BLRK,Context Capital Management LLC,1.4493,19
us,BLRK,Kryger Capital LLC,1.4237,20
us,BLRKU,Millennium Management LLC,3.4783,1
us,BLRKU,LMR Partners LLP,2.3188,2
us,BLRKU,MMCAP Asset Management,2.3188,3
us,BLRKU,OMERS Administration Corporation,1.7391,4
us,BLRKU,"RLH Capital, LLC",1.5942,5
us,BLRKU,Kryger Capital Limited,1.5942,6
us,BLRKU,"Westchester Capital Management, LLC",1.4493,7
us,BLRKU,"TD Securities, Inc.",1.3678,8
us,BLRKU,The Quarry LP,1.3043,9
us,BLRKU,Syquant Capital S.A.S,0.613,10
us,BLRKU,"Cable Car Capital, LP",0.5797,11
us,BLRKU,HRT Financial LP,0.5797,12
us,BLRKU,"TIG Advisors, L.L.C.",0.5797,13
us,BLRKU,Ghisallo Capital Management LLC,0.5797,14
us,BLRKU,J.P. Morgan Securities LLC,0.2899,15
us,BLRKU,Sandia Investment Management LP,0.2899,16
us,BLRKU,"Vest Financial, LLC",0.2562,17
us,BLRKU,"AQR Arbitrage, LLC",0.2406,18
us,BLRKU,"Cantor Fitzgerald, L.P",0.2017,19
us,BLRKU,Kryger Capital LLC,0.1999,20
us,BLRX,Hong Seng Technology Ltd,3.9083,1
us,BLRX,Citadel Advisors LLC,0.8423,2
us,BLRX,XTX Markets LLC,0.2505,3
us,BLRX,Rhumbline Advisers Ltd. Partnership,0.0539,4
us,BLRX,BNP Paribas Securities Corp. North America,0.0412,5
us,BLRX,Wells Fargo Advisors,0.0401,6
us,BLRX,Citi Investment Research (US),0.0396,7
us,BLRX,"UBS Financial Services, Inc.",0.0121,8
us,BLRX,"Nemes Rush Group, LLC.",0.0057,9
us,BLRX,"NewEdge Advisors, LLC",0.0024,10
us,BLRX,Morgan Stanley & Co. LLC,0.0023,11
us,BLRX,"Osaic Holdings, Inc.",0.0006,12
us,BLRX,Rockefeller Capital Management,0.0003,13
us,BLRX,"SBI Securities Co., Ltd.",0.0002,14
us,BLRX,Danske Bank Asset Management,0.0,15
us,BLRX,Banque Cantonale Vaudoise,0.0,16
us,BLRX,"Raymond James & Associates, Inc.",0.0,17
us,BLRX,"Neville, Rodie & Shaw, Inc.",0.0,18
us,BLRX,BofA Global Research (US),0.0,19
us,BLRX,RBC Capital Markets Wealth Management,0.0,20
us,BLSH,Blumer (Brendan F.),26.058,1
us,BLSH,Yuan (Kokuei Guo),24.2532,2
us,BLSH,EFM Global Growth Master Fund,11.5605,3
us,BLSH,"Pu Luo Chung VC Pvt, Ltd.",9.7479,4
us,BLSH,See (Alexander),6.5633,5
us,BLSH,ARK Investment Management LLC,4.3659,6
us,BLSH,Farley (Thomas Wells),3.4684,7
us,BLSH,Bliss (Andrew C.),3.3532,8
us,BLSH,Fidelity Management & Research Company LLC,3.252,9
us,BLSH,"Amova Asset Management Co., Ltd.",2.5508,10
us,BLSH,"Invesco Advisers, Inc.",1.3695,11
us,BLSH,Bonanno (David W),1.2388,12
us,BLSH,"T. Rowe Price Investment Management, Inc.",0.8753,13
us,BLSH,Janus Henderson Investors,0.8239,14
us,BLSH,"Stephens Investment Management Group, LLC",0.7842,15
us,BLSH,"BlackRock Financial Management, Inc.",0.5667,16
us,BLSH,Van Eck Associates Corporation,0.5335,17
us,BLSH,AllianceBernstein L.P.,0.5118,18
us,BLSH,VanEck Asset Management B.V.,0.5082,19
us,BLSH,"BlackRock Institutional Trust Company, N.A.",0.4803,20
us,BLTE,"Lin Bioscience International, Ltd.",42.6474,1
us,BLTE,Darwin Global Management Ltd,7.6273,2
us,BLTE,"UBS Financial Services, Inc.",1.9168,3
us,BLTE,RTW Investments L.P.,1.7845,4
us,BLTE,Millennium Management LLC,1.4222,5
us,BLTE,"Holocene Advisors, LP",1.2336,6
us,BLTE,"RA Capital Management, LP",1.0821,7
us,BLTE,"Eventide Asset Management, LLC",0.8922,8
us,BLTE,Lin (Yu-Hsin),0.8579,9
us,BLTE,"Deerfield Management Company, L.P.",0.7584,10
us,BLTE,Chuang (Hao-Yuan),0.7211,11
us,BLTE,"Point72 Asset Management, L.P.",0.7117,12
us,BLTE,"T. Rowe Price Associates, Inc.",0.703,13
us,BLTE,Medical Strategy GmbH,0.4197,14
us,BLTE,Perceptive Advisors LLC,0.3791,15
us,BLTE,Morgan Stanley & Co. LLC,0.3784,16
us,BLTE,"Patient Square Capital, LP",0.2911,17
us,BLTE,"Goldman Sachs & Company, Inc.",0.2632,18
us,BLTE,MPM BioImpact LLC,0.2196,19
us,BLTE,Uni-President Assets Management Corp.,0.1641,20
us,BLUA,BlueRiver Ventures LLC,89.7099,1
us,BLUA,Walleye Capital LLC,3.9599,2
us,BLUA,"Walleye Trading, LLC",1.8805,3
us,BLUA,"Skyview Investment Advisors, LLC",0.0,4
us,BLUA,Warberg Asset Management LLC,0.0,5
us,BLUA,LMR Partners LLP,0.0,6
us,BLUA,Polar Asset Management Partners Inc.,0.0,7
us,BLUA,"Wolverine Asset Management, LLC",0.0,8
us,BLUA,"Berkley Dean & Company, Inc.",0.0,9
us,BLUA,TD Securities (USA) LLC,0.0,10
us,BLUA,Clear Street LLC,0.0,11
us,BLUA,"Harraden Circle Investments, LLC",0.0,12
us,BLUW,Anson Funds Management LP.,9.5639,1
us,BLUW,"Harraden Circle Investments, LLC",6.6305,2
us,BLUW,Magnetar Capital Partners LP,5.773,3
us,BLUW,"D. E. Shaw & Co., L.P.",4.8199,4
us,BLUW,"AQR Capital Management, LLC",4.4379,5
us,BLUW,"Tenor Capital Management Co., L.P.",3.8487,6
us,BLUW,Linden Advisors L.P.,3.4638,7
us,BLUW,LMR Partners LLP,3.0789,8
us,BLUW,Verition Fund Management LLC,3.0783,9
us,BLUW,"Two Sigma Investments, LP",3.0693,10
us,BLUW,"Glazer Capital, LLC",2.848,11
us,BLUW,"Berkley Dean & Company, Inc.",2.8153,12
us,BLUW,Millennium Management LLC,1.9647,13
us,BLUW,"Radcliffe Capital Management, L.P.",1.8281,14
us,BLUW,RiverNorth Capital Management LLC,1.7366,15
us,BLUW,"Moore Capital Management, LP",1.7319,16
us,BLUW,"Yorkville Advisors Global, LP.",1.6549,17
us,BLUW,OMERS Administration Corporation,1.609,18
us,BLUW,PICTON Investments,1.5395,19
us,BLUW,Hudson Bay Capital Management LP,1.5369,20
us,BLUWU,Alberta Investment Management Corporation,2.3092,1
us,BLUWU,"Yorkville Advisors Global, LP.",1.6549,2
us,BLUWU,Blue Water Acquisition III LLC,1.5395,3
us,BLUWU,Clear Street LLC,1.4002,4
us,BLUWU,Clear Street Group Inc,0.99,5
us,BLUWU,Anson Funds Management LP.,0.3849,6
us,BLUWU,J.P. Morgan Securities LLC,0.1924,7
us,BLUWU,"Susquehanna International Group, LLP",0.054,8
us,BLUWU,"TD Securities, Inc.",0.0046,9
us,BLUWU,"UBS Financial Services, Inc.",0.0007,10
us,BLUWU,"Deltec Asset Management, LLC",0.0,11
us,BLUWU,"Highbridge Capital Management, LLC",0.0,12
us,BLUWU,"Westchester Capital Management, LLC",0.0,13
us,BLUWU,"Moore Capital Management, LP",0.0,14
us,BLUWU,"Berkley Dean & Company, Inc.",0.0,15
us,BLUWU,"Driehaus Capital Management, LLC",0.0,16
us,BLUWU,Principal Global Investors (Equity),0.0,17
us,BLUWU,OMERS Administration Corporation,0.0,18
us,BLUWU,BofA Global Research (US),0.0,19
us,BLUWU,"Lazard Asset Management, L.L.C.",0.0,20
us,BLX,"Brandes Investment Partners, L.P.",6.5992,1
us,BLX,"BlackRock Institutional Trust Company, N.A.",5.8182,2
us,BLX,LSV Asset Management,3.8384,3
us,BLX,Heras (Miguel),1.7723,4
us,BLX,Columbia Threadneedle Investments (US),1.4029,5
us,BLX,Fiera Capital (UK) Limited,1.3636,6
us,BLX,"Goldman Sachs Asset Management, L.P.",1.3397,7
us,BLX,"Geode Capital Management, L.L.C.",1.0664,8
us,BLX,Beddow Capital Management Inc.,0.9785,9
us,BLX,APG Asset Management N.V.,0.978,10
us,BLX,"Bridgeway Capital Management, LLC",0.915,11
us,BLX,State Street Investment Management (US),0.9048,12
us,BLX,"Vanguard Portfolio Management, LLC",0.8162,13
us,BLX,Nuveen LLC,0.7375,14
us,BLX,AllianceBernstein L.P.,0.6772,15
us,BLX,AEGON Investment Management B.V.,0.4832,16
us,BLX,"BlackRock Financial Management, Inc.",0.4805,17
us,BLX,Royce Investment Partners,0.4279,18
us,BLX,"Uniplan Investment Counsel, Inc.",0.399,19
us,BLX,Parametric Portfolio Associates LLC,0.3637,20
us,BLZE,"BlackRock Institutional Trust Company, N.A.",5.5198,1
us,BLZE,"Vanguard Capital Management, LLC",3.9074,2
us,BLZE,Budman (Gleb),3.3105,3
us,BLZE,Pillsbury Lake Capital LLC,3.2688,4
us,BLZE,Acadian Asset Management LLC,2.7309,5
us,BLZE,"Whetstone Capital Advisors, LLC",2.5334,6
us,BLZE,"AWM Investment Company, Inc.",2.3336,7
us,BLZE,"Geode Capital Management, L.L.C.",2.2364,8
us,BLZE,Renaissance Technologies LLC,1.9544,9
us,BLZE,State Street Investment Management (US),1.8544,10
us,BLZE,"Connor, Clark & Lunn Investment Management Ltd.",1.3888,11
us,BLZE,"Vanguard Portfolio Management, LLC",1.1798,12
us,BLZE,Millennium Management LLC,1.0878,13
us,BLZE,"Two Sigma Investments, LP",1.0466,14
us,BLZE,"Point72 Asset Management, L.P.",0.9463,15
us,BLZE,"Dimensional Fund Advisors, L.P.",0.8626,16
us,BLZE,"Prelude Capital Management, LLC",0.79,17
us,BLZE,"D. E. Shaw & Co., L.P.",0.7818,18
us,BLZE,Qube Research & Technologies Ltd,0.7206,19
us,BLZE,"Northern Trust Investments, Inc.",0.705,20
us,BLZR,Meteora Capital LLC,8.0942,1
us,BLZR,"Adage Capital Management, L.P.",4.3636,2
us,BLZR,"Tenor Capital Management Co., L.P.",3.6364,3
us,BLZR,MMCAP Asset Management,3.6364,4
us,BLZR,Polar Asset Management Partners Inc.,3.6364,5
us,BLZR,Magnetar Capital Partners LP,3.6363,6
us,BLZR,"Harraden Circle Investments, LLC",3.2163,7
us,BLZR,"Two Sigma Investments, LP",3.1636,8
us,BLZR,J.P. Morgan Securities LLC,3.0896,9
us,BLZR,"Saba Capital Management, L.P.",2.8593,10
us,BLZR,"AQR Capital Management, LLC",2.6647,11
us,BLZR,"Radcliffe Capital Management, L.P.",2.3272,12
us,BLZR,"Shaolin Capital Management, LLC",2.0,13
us,BLZR,Linden Advisors L.P.,1.8182,14
us,BLZR,"Glazer Capital, LLC",1.8182,15
us,BLZR,Alberta Investment Management Corporation,1.8182,16
us,BLZR,PICTON Investments,1.8182,17
us,BLZR,Wealthspring Capital LLC,1.5097,18
us,BLZR,UBS O'Connor LLC,1.4545,19
us,BLZR,"Moore Capital Management, LP",1.4545,20
us,BLZRU,LMR Partners LLP,3.6364,1
us,BLZRU,Jain Global LLC,1.8171,2
us,BLZRU,HGC Investment Management Inc.,1.4545,3
us,BLZRU,"TD Securities, Inc.",1.1887,4
us,BLZRU,OMERS Administration Corporation,0.9924,5
us,BLZRU,Schonfeld Strategic Advisors LLC,0.422,6
us,BLZRU,Readystate Asset Management LP,0.2885,7
us,BLZRU,HRT Financial LP,0.1818,8
us,BLZRU,Kryger Capital Limited,0.0925,9
us,BLZRU,"Gabelli Funds, LLC",0.0909,10
us,BLZRU,Lineage Point Capital LP,0.0727,11
us,BLZRU,"Susquehanna International Group, LLP",0.0531,12
us,BLZRU,"Bulldog Investors, LLP",0.0364,13
us,BLZRU,Calamos Advisors LLC,0.0364,14
us,BLZRU,FNY Investment Advisers LLC,0.0175,15
us,BLZRU,J.P. Morgan Securities LLC,0.011,16
us,BLZRU,"Glazer Capital, LLC",0.0054,17
us,BLZRU,Morgan Stanley Smith Barney LLC,0.0018,18
us,BLZRU,Clear Street Group Inc,0.0008,19
us,BLZRU,"Coston, McIsaac & Shea Financial Advisors",0.0007,20
us,BMA,PointState Capital LP,1.365,1
us,BMA,BlackRock Investment Management (UK) Ltd.,1.1008,2
us,BMA,"Samlyn Capital, LLC",1.0296,3
us,BMA,Aquamarine Financial (Cayman) Ltd,0.8477,4
us,BMA,Cape Ann Asset Management Limited,0.7496,5
us,BMA,Mirae Asset Global Investments (USA) LLC,0.6244,6
us,BMA,Boston Management and Research,0.4892,7
us,BMA,Millennium Management LLC,0.4384,8
us,BMA,Citi Investment Research (US),0.3328,9
us,BMA,Robeco Institutional Asset Management B.V.,0.2835,10
us,BMA,"Ping Capital Management, Inc.",0.2722,11
us,BMA,"Goldman Sachs & Company, Inc.",0.2614,12
us,BMA,"Susquehanna International Group, LLP",0.2056,13
us,BMA,ITAU USA Asset Management Inc.,0.1964,14
us,BMA,"Capital Wealth Planning, LLC",0.1861,15
us,BMA,Lancaster Investment Management LLP,0.1744,16
us,BMA,Pictet Asset Management Ltd.,0.1703,17
us,BMA,"UBS Financial Services, Inc.",0.1406,18
us,BMA,Morgan Stanley & Co. International Plc,0.1273,19
us,BMA,Brevan Howard Capital Management LP,0.1071,20
us,BMBL,Blackstone Inc.,13.8569,1
us,BMBL,Blackstone Tactical Opportunities Advisors L.L.C.,7.5219,2
us,BMBL,"BlackRock Institutional Trust Company, N.A.",4.4672,3
us,BMBL,"Saba Capital Management, L.P.",4.2883,4
us,BMBL,Accel Partners,3.8752,5
us,BMBL,"Vanguard Portfolio Management, LLC",3.6734,6
us,BMBL,"Dimensional Fund Advisors, L.P.",3.2965,7
us,BMBL,Renaissance Technologies LLC,3.2307,8
us,BMBL,"Vanguard Capital Management, LLC",2.5199,9
us,BMBL,PGIM Quantitative Solutions LLC,2.44,10
us,BMBL,"D. E. Shaw & Co., L.P.",2.3169,11
us,BMBL,State Street Investment Management (US),2.2645,12
us,BMBL,"Two Sigma Investments, LP",1.9628,13
us,BMBL,Blackstone Alternative Solutions L.L.C.,1.5528,14
us,BMBL,DWS Investments UK Limited,1.5257,15
us,BMBL,"Geode Capital Management, L.L.C.",1.4245,16
us,BMBL,BofA Global Research (US),1.4012,17
us,BMBL,Cook (Kevin D.),1.271,18
us,BMBL,Federated MDTA LLC,1.2521,19
us,BMBL,"AQR Capital Management, LLC",1.2395,20
us,BMEA,Fidelity Management & Research Company LLC,12.1901,1
us,BMEA,Janus Henderson Investors,5.1868,2
us,BMEA,Butler (Thomas Andrew),4.1137,3
us,BMEA,"Vanguard Capital Management, LLC",3.5924,4
us,BMEA,Erdtmann (Rainer M),2.8936,5
us,BMEA,Aisling Capital Management LP,2.8337,6
us,BMEA,Renaissance Technologies LLC,1.8158,7
us,BMEA,Marshall Wace LLP,1.6578,8
us,BMEA,Fideuram - Intesa Sanpaolo Private Banking S.p.a.,1.0003,9
us,BMEA,Mariner Wealth Advisors,0.9054,10
us,BMEA,"BlackRock Institutional Trust Company, N.A.",0.8713,11
us,BMEA,"Susquehanna International Group, LLP",0.8712,12
us,BMEA,"Two Sigma Investments, LP",0.7827,13
us,BMEA,"Geode Capital Management, L.L.C.",0.7786,14
us,BMEA,XTX Markets LLC,0.7338,15
us,BMEA,Morgan Stanley & Co. LLC,0.5108,16
us,BMEA,Vanguard Fiduciary Trust Co,0.4649,17
us,BMEA,UBS Switzerland AG,0.3843,18
us,BMEA,"Jane Street Capital, L.L.C.",0.3813,19
us,BMEA,Superstring Capital Management LP,0.3458,20
us,BMGL,Rainforest Capital VCC,54.3243,1
us,BMGL,XTX Markets LLC,0.1371,2
us,BMGL,"T3 Companies, LLC",0.0798,3
us,BMGL,"Geode Capital Management, L.L.C.",0.0371,4
us,BMGL,"UBS Financial Services, Inc.",0.0349,5
us,BMGL,UBS Switzerland AG,0.0346,6
us,BMGL,"Coston, McIsaac & Shea Financial Advisors",0.0003,7
us,BMGL,HRT Financial LP,0.0,8
us,BMGL,"Ground Swell Capital, LLC",0.0,9
us,BMGL,Barclays Bank PLC,0.0,10
us,BMGL,Virtu Americas LLC,0.0,11
us,BMGL,"Bell Investment Advisors, Inc.",0.0,12
us,BMGL,"Jane Street Capital, L.L.C.",0.0,13
us,BMGL,"Susquehanna International Group, LLP",0.0,14
us,BMGL,Tower Research Capital LLC,0.0,15
us,BMGL,Renaissance Technologies LLC,0.0,16
us,BMGL,Citadel Advisors LLC,0.0,17
us,BMGL,Citi Investment Research (US),0.0,18
us,BMGL,Morgan Stanley & Co. LLC,0.0,19
us,BMGL,"Vanguard Personalized Indexing Management, LLC",0.0,20
us,BMHL,Echo International Holdings Group Ltd,26.757,1
us,BMHL,Bluemount Group Ltd,20.1133,2
us,BMHL,Yes & Right Investment Ltd,18.8891,3
us,BMHL,Luk (Tung Lam),10.3198,4
us,BMHL,Citadel Advisors LLC,0.5143,5
us,BMHL,"UBS Financial Services, Inc.",0.0,6
us,BMHL,Pan (Jiye),0.0,7
us,BMHL,WI Holdings Ltd,0.0,8
us,BMI,"BlackRock Institutional Trust Company, N.A.",14.2144,1
us,BMI,"Vanguard Portfolio Management, LLC",8.4578,2
us,BMI,State Street Investment Management (US),5.2609,3
us,BMI,"Vanguard Capital Management, LLC",4.4904,4
us,BMI,"Geode Capital Management, L.L.C.",3.2388,5
us,BMI,"UBS Financial Services, Inc.",2.9559,6
us,BMI,Boston Trust Walden Company,2.5148,7
us,BMI,First Trust Advisors L.P.,1.9331,8
us,BMI,"Dimensional Fund Advisors, L.P.",1.8639,9
us,BMI,Invesco Capital Management LLC,1.7952,10
us,BMI,Marshall Wace LLP,1.748,11
us,BMI,Norges Bank Investment Management (NBIM),1.658,12
us,BMI,"Amundi Asset Management, SAS",1.5449,13
us,BMI,JP Morgan Asset Management,1.437,14
us,BMI,Pictet Asset Management Ltd.,1.3604,15
us,BMI,Impax Asset Management Ltd.,1.3412,16
us,BMI,BlackRock Asset Management Ireland Limited,1.2614,17
us,BMI,"Neuberger Berman, LLC",1.1961,18
us,BMI,BlackRock Advisors (UK) Limited,1.1666,19
us,BMI,"Charles Schwab Investment Management, Inc.",1.1024,20
us,BML_PG,Gearhart & Associates,4.8777,1
us,BML_PG,"WesBanco Bank, Inc.",0.2936,2
us,BML_PG,"Tower Bridge Advisors, Inc.",0.0,3
us,BML_PG,Arlington Trust Co LLC,0.0,4
us,BML_PH,Gearhart & Associates,5.3258,1
us,BML_PH,"DeRoy & Devereaux Private Investment Counsel, Inc.",0.8103,2
us,BML_PH,VIMA LLC,0.013,3
us,BML_PH,Mirae Asset Global Investments (USA) LLC,0.0,4
us,BML_PH,Invesco Capital Management LLC,0.0,5
us,BML_PH,"Tower Bridge Advisors, Inc.",0.0,6
us,BML_PH,"BlackRock Institutional Trust Company, N.A.",0.0,7
us,BML_PH,State Street Investment Management (US),0.0,8
us,BML_PH,BMO Asset Management Inc.,0.0,9
us,BML_PH,"Goldman Sachs Asset Management, L.P.",0.0,10
us,BML_PJ,PNC Investments LLC,2.6039,1
us,BML_PJ,"Ethos Financial Group, LLC",0.4841,2
us,BML_PJ,"Mengis Capital Management, Inc.",0.3598,3
us,BML_PJ,"Estabrook Capital Management, L.L.C. (Grove Creek)",0.0048,4
us,BML_PJ,"McIlrath & Eck, LLC",0.0024,5
us,BML_PJ,Mirae Asset Global Investments (USA) LLC,0.0,6
us,BML_PJ,Invesco Capital Management LLC,0.0,7
us,BML_PJ,"BlackRock Institutional Trust Company, N.A.",0.0,8
us,BML_PJ,BMO Asset Management Inc.,0.0,9
us,BML_PJ,"Goldman Sachs Asset Management, L.P.",0.0,10
us,BML_PJ,Arlington Trust Co LLC,0.0,11
us,BML_PJ,Gearhart & Associates,0.0,12
us,BML_PL,"BlackRock Institutional Trust Company, N.A.",4.5515,1
us,BML_PL,Mirae Asset Global Investments (USA) LLC,1.2295,2
us,BML_PL,Invesco Capital Management LLC,1.0691,3
us,BML_PL,Gearhart & Associates,0.8214,4
us,BML_PL,State Street Investment Management (US),0.3977,5
us,BML_PL,"Vident Investment Advisory, LLC",0.1094,6
us,BML_PL,"JP Morgan Alternative Asset Management, Inc.",0.0987,7
us,BML_PL,PNC Investments LLC,0.0892,8
us,BML_PL,Penserra Capital Management LLC,0.07,9
us,BML_PL,JPMorgan Asset Management U.K. Limited,0.0567,10
us,BML_PL,"Goldman Sachs Asset Management, L.P.",0.0247,11
us,BML_PL,First Trust Advisors L.P.,0.0,12
us,BML_PL,Fubon Asset Management Company Ltd.,0.0,13
us,BML_PL,BMO Asset Management Inc.,0.0,14
us,BML_PL,"American Century Investment Management, Inc.",0.0,15
us,BML_PL,Arlington Trust Co LLC,0.0,16
us,BMM,Monial AS,8.3036,1
us,BMM,"Baker Steel Resources Trust, Ltd.",5.7975,2
us,BMM,Mindich (Eric M),4.2722,3
us,BMM,"Franklin Advisers, Inc.",4.0656,4
us,BMM,Nilsen (Frode Michal),2.8239,5
us,BMM,"Oaktree Capital Management, L.P.",1.6873,6
us,BMM,Konwave AG,1.4728,7
us,BMM,IXIOS Asset Management SA,1.0014,8
us,BMM,"Alps Advisors, Inc.",0.7918,9
us,BMM,"DWS Investment Management Americas, Inc.",0.6752,10
us,BMM,Kargl-Simard (Christian Peter Thomas),0.6709,11
us,BMM,"PenderFund Capital Management, Ltd.",0.5661,12
us,BMM,Intact Investment Management Inc.,0.4526,13
us,BMM,"Hartree Partners, LP",0.4206,14
us,BMM,McGrath (Patrick),0.3768,15
us,BMM,Belanger (Maryse),0.3028,16
us,BMM,"Connor, Clark & Lunn Investment Management Ltd.",0.2744,17
us,BMM,Forge First Asset Management Inc.,0.2322,18
us,BMM,Acasta Partners UK,0.2291,19
us,BMM,Thorburn (Karin Sigrid),0.2153,20
us,BMNP,Fidelity Management & Research Company LLC,0.0494,1
us,BMNR,"Vanguard Capital Management, LLC",3.3725,1
us,BMNR,Clear Street Group Inc,2.4263,2
us,BMNR,Citadel Advisors LLC,2.0443,3
us,BMNR,Morgan Stanley Investment Management Inc. (US),1.7954,4
us,BMNR,"BlackRock Institutional Trust Company, N.A.",1.7162,5
us,BMNR,ARK Investment Management LLC,1.6079,6
us,BMNR,Marex Group plc,1.5211,7
us,BMNR,"Vanguard Portfolio Management, LLC",1.4268,8
us,BMNR,"Susquehanna International Group, LLP",1.4147,9
us,BMNR,"Geode Capital Management, L.L.C.",0.9567,10
us,BMNR,"Amova Asset Management Co., Ltd.",0.8135,11
us,BMNR,"Charles Schwab Investment Management, Inc.",0.7304,12
us,BMNR,Weiss Asset Management,0.7175,13
us,BMNR,"Jane Street Capital, L.L.C.",0.6439,14
us,BMNR,Mozayyx Management LLC,0.5526,15
us,BMNR,"Cantor Fitzgerald, L.P",0.5191,16
us,BMNR,Millennium Management LLC,0.4803,17
us,BMNR,Vanguard Fiduciary Trust Co,0.4593,18
us,BMNR,"UBS Financial Services, Inc.",0.4492,19
us,BMNR,"FF Consumer Growth II, LP",0.4222,20
us,BMO,"Vanguard Capital Management, LLC",2.8955,1
us,BMO,RBC Global Asset Management Inc.,2.7401,2
us,BMO,"RBC Wealth Management, International",2.3449,3
us,BMO,"RBC Dominion Securities, Inc.",2.1788,4
us,BMO,TD Asset Management Inc.,2.135,5
us,BMO,BMO Asset Management Inc.,2.0745,6
us,BMO,CIBC World Markets Inc.,1.8826,7
us,BMO,Fidelity Investments Canada ULC,1.6099,8
us,BMO,National Bank of Canada,1.5363,9
us,BMO,BMO Nesbitt Burns Inc.,1.5204,10
us,BMO,1832 Asset Management L.P.,1.3706,11
us,BMO,Mackenzie Financial Corporation,1.2253,12
us,BMO,Norges Bank Investment Management (NBIM),1.1646,13
us,BMO,"Geode Capital Management, L.L.C.",1.044,14
us,BMO,CIBC Asset Management Inc.,0.968,15
us,BMO,CPP Investments,0.8907,16
us,BMO,Vanguard Fiduciary Trust Co,0.8903,17
us,BMO,"TD Waterhouse Canada, Inc.",0.8891,18
us,BMO,"TD Securities, Inc.",0.8848,19
us,BMO,"Jarislowsky Fraser, Ltd.",0.8329,20
us,BMR,Carmel (Sharon),23.5085,1
us,BMR,Disruptive Technologies III LP,6.2867,2
us,BMR,Barnoach (Tal),0.4064,3
us,BMR,Citadel Advisors LLC,0.2911,4
us,BMR,Renaissance Technologies LLC,0.2898,5
us,BMR,XTX Markets LLC,0.244,6
us,BMR,"UBS Financial Services, Inc.",0.1973,7
us,BMR,"Susquehanna International Group, LLP",0.1426,8
us,BMR,"Signaturefd, LLC",0.1185,9
us,BMR,"Regions Investment Management, Inc.",0.0966,10
us,BMR,"Two Sigma Investments, LP",0.0965,11
us,BMR,Megrelishvili (Dani),0.0773,12
us,BMR,Peak6 Capital Management LLC,0.0644,13
us,BMR,Fidelity Investments Canada ULC,0.0612,14
us,BMR,Fidelity Management & Research Company LLC,0.0612,15
us,BMR,"Geode Capital Management, L.L.C.",0.0515,16
us,BMR,Desjardins Securities Inc.,0.0193,17
us,BMR,"MAI Capital Management, LLC",0.0129,18
us,BMR,Morgan Stanley Smith Barney LLC,0.0122,19
us,BMR,"SHP Wealth Management, LLC",0.0045,20
us,BMRA,Irani (Zackary S),7.0911,1
us,BMRA,Barbieri (Allen),2.1776,2
us,BMRA,Lu (Gary),2.0882,3
us,BMRA,Moatazedi (David),1.3348,4
us,BMRA,Chin (Eric),1.0517,5
us,BMRA,Emerson (Jane),0.9748,6
us,BMRA,"BlackRock Institutional Trust Company, N.A.",0.6031,7
us,BMRA,"Geode Capital Management, L.L.C.",0.6028,8
us,BMRA,Coste (Catherine),0.521,9
us,BMRA,"Vanguard Capital Management, LLC",0.4697,10
us,BMRA,LPL Financial LLC,0.3511,11
us,BMRA,Vanguard Fiduciary Trust Co,0.214,12
us,BMRA,"NewEdge Advisors, LLC",0.1166,13
us,BMRA,Hollencrest Capital Management,0.0267,14
us,BMRA,"UBS Financial Services, Inc.",0.0168,15
us,BMRA,"Harbour Investments, Inc",0.004,16
us,BMRA,MCF Advisors LLC,0.0002,17
us,BMRA,Danske Bank Asset Management,0.0,18
us,BMRA,Parametric Portfolio Associates LLC,0.0,19
us,BMRA,"Granahan Investment Management, LLC",0.0,20
